107	331	209
0	424	157
490	282	114
347	168	199
27	337	143
101	335	20
463	79	437
498	291	310
66	192	439
396	462	78
314	136	208
383	385	69
350	185	70
387	400	106
315	57	482
105	130	145
419	341	214
475	149	359
236	133	386
326	14	53
141	204	352
380	484	359
443	4	287
191	130	9
240	86	129
181	34	155
70	205	378
110	255	331
493	395	465
257	3	178
365	311	498
82	263	369
247	137	156
344	95	141
193	487	341
324	419	220
296	349	253
290	28	263
441	246	157
397	175	483
419	250	459
321	25	361
263	196	250
466	346	261
96	79	480
60	324	104
256	341	442
278	77	162
156	422	27
120	225	356
